"num_responses","xpath"
10,"MI_Metadata/distributionInfo/MD_Distribution/distributor/MD_Distributor/distributorTransferOptions/MD_DigitalTransferOptions/offLine/MD_Medium/mediumFormat/MD_MediumFormatCode"
10,"MD_Metadata/identificationInfo/MD_DataIdentification/citation/CI_Citation/citedResponsibleParty/CI_ResponsibleParty/contactInfo/CI_Contact/onlineResource/CI_OnlineResource/function/CI_OnLineFunctionCode"
10,"MD_Metadata/identificationInfo/MD_DataIdentification/aggregationInfo/MD_AggregateInformation/initiativeType/DS_InitiativeTypeCode"
10,"MI_Metadata/identificationInfo/MD_DataIdentification/citation/CI_Citation/identifier/MD_Identifier/authority/CI_Citation/citedResponsibleParty/CI_ResponsibleParty/role/CI_RoleCode"
10,"MD_Metadata/identificationInfo/SV_ServiceIdentification/containsOperations/SV_OperationMetadata/connectPoint/CI_OnlineResource/function/CI_OnLineFunctionCode"
10,"GetRecordByIdResponse/MD_Metadata/identificationInfo/SV_ServiceIdentification/resourceMaintenance/MD_MaintenanceInformation/maintenanceAndUpdateFrequency/MD_MaintenanceFrequencyCode"
10,"GetRecordByIdResponse/MD_Metadata/identificationInfo/SV_ServiceIdentification/resourceConstraints/MD_SecurityConstraints/classification/MD_ClassificationCode"
10,"GetRecordByIdResponse/MD_Metadata/identificationInfo/SV_ServiceIdentification/resourceConstraints/MD_LegalConstraints/useConstraints/MD_RestrictionCode"
10,"GetRecordByIdResponse/MD_Metadata/identificationInfo/SV_ServiceIdentification/resourceConstraints/MD_LegalConstraints/accessConstraints/MD_RestrictionCode"
10,"GetRecordByIdResponse/MD_Metadata/identificationInfo/SV_ServiceIdentification/pointOfContact/CI_ResponsibleParty/role/CI_RoleCode"
10,"GetRecordByIdResponse/MD_Metadata/identificationInfo/SV_ServiceIdentification/descriptiveKeywords/MD_Keywords/thesaurusName/CI_Citation/date/CI_Date/dateType/CI_DateTypeCode"
10,"GetRecordByIdResponse/MD_Metadata/identificationInfo/SV_ServiceIdentification/descriptiveKeywords/MD_Keywords/thesaurusName/CI_Citation/citedResponsibleParty/CI_ResponsibleParty/role/CI_RoleCode"
10,"GetRecordByIdResponse/MD_Metadata/identificationInfo/SV_ServiceIdentification/couplingType/SV_CouplingType"
10,"GetRecordByIdResponse/MD_Metadata/identificationInfo/SV_ServiceIdentification/citation/CI_Citation/date/CI_Date/dateType/CI_DateTypeCode"
9,"MD_Metadata/spatialRepresentationInfo/MD_GridSpatialRepresentation/cellGeometry/MD_CellGeometryCode"
9,"GetRecordByIdResponse/MD_Metadata/identificationInfo/SV_ServiceIdentification/containsOperations/SV_OperationMetadata/DCP/DCPList"
9,"MD_Metadata/dataQualityInfo/DQ_DataQuality/lineage/LI_Lineage/source/LI_Source/sourceCitation/CI_Citation/presentationForm/CI_PresentationFormCode"
9,"MD_Metadata/identificationInfo/MD_DataIdentification/pointOfContact/CI_ResponsibleParty/contactInfo/CI_Contact/onlineResource/CI_OnlineResource/function/CI_OnLineFunctionCode"
9,"MD_Metadata/spatialRepresentationInfo/MD_GridSpatialRepresentation/axisDimensionProperties/MD_Dimension/dimensionName/MD_DimensionNameTypeCode"
9,"MD_Metadata/distributionInfo/MD_Distribution/distributor/MD_Distributor/distributorTransferOptions/MD_DigitalTransferOptions/offLine/MD_Medium/name/MD_MediumNameCode"
9,"MI_Metadata/distributionInfo/MD_Distribution/distributionFormat/MD_Format/formatDistributor/MD_Distributor/distributorContact/CI_ResponsibleParty/role/CI_RoleCode"
8,"MD_Metadata/locale/PT_Locale/languageCode/LanguageCode"
8,"MD_Metadata/contact/CI_ResponsibleParty/contactInfo/CI_Contact/onlineResource/CI_OnlineResource/function/CI_OnLineFunctionCode"
8,"MD_Metadata/identificationInfo/SV_ServiceIdentification/citation/CI_Citation/citedResponsibleParty/CI_ResponsibleParty/contactInfo/CI_Contact/onlineResource/CI_OnlineResource/function/CI_OnLineFunctionCode"
8,"MD_Metadata/locale/PT_Locale/characterEncoding/MD_CharacterSetCode"
8,"MD_Metadata/locale/PT_Locale/country/Country"
7,"MD_Metadata/distributionInfo/MD_Distribution/transferOptions/MD_DigitalTransferOptions/onLine/CI_OnlineResource/function/CI_onLineFunctionCode"
7,"MI_Metadata/dataQualityInfo/DQ_DataQuality/lineage/LI_Lineage/processStep/LE_ProcessStep/processor/CI_ResponsibleParty/contactInfo/CI_Contact/onlineResource/CI_OnlineResource/function/CI_OnLineFunctionCode"
6,"MD_Metadata/identificationInfo/SV_ServiceIdentification/descriptiveKeywords/MD_Keywords/type/MD_KeywordTypeCode"
5,"MI_Metadata/acquisitionInformation/MI_AcquisitionInformation/platform/MI_Platform/instrument/MI_Instrument/citation/CI_Citation/date/CI_Date/dateType/CI_DateTypeCode"
5,"MD_Metadata/spatialRepresentationInfo/MD_VectorSpatialRepresentation/topologyLevel/MD_TopologyLevelCode"
5,"MI_Metadata/acquisitionInformation/MI_AcquisitionInformation/instrument/MI_Instrument/citation/CI_Citation/date/CI_Date/dateType/CI_DateTypeCode"
5,"MI_Metadata/spatialRepresentationInfo/MD_Georectified/cellGeometry/MD_CellGeometryCode"
5,"MI_Metadata/acquisitionInformation/MI_AcquisitionInformation/operation/MI_Operation/type/MI_OperationTypeCode"
4,"MI_Metadata/dataQualityInfo/DQ_DataQuality/report/DQ_QuantitativeAttributeAccuracy/result/QE_CoverageResult/spatialRepresentationType/MD_SpatialRepresentationTypeCode"
4,"MD_Metadata/distributionInfo/MD_Distribution/distributor/MD_Distributor/distributorContact/CI_ResponsibleParty/contactInfo/CI_Contact/onlineResource/CI_OnlineResource/function/CI_OnLineFunctionCode"
4,"MD_Metadata/identificationInfo/SV_ServiceIdentification/containsOperations/SV_OperationMetadata/DCP/DCPList"
4,"MD_Metadata/identificationInfo/SV_ServiceIdentification/status/MD_ProgressCode"
4,"MI_Metadata/acquisitionInformation/MI_AcquisitionInformation/operation/MI_Operation/identifier/MD_Identifier/authority/CI_Citation/citedResponsibleParty/CI_ResponsibleParty/contactInfo/CI_Contact/onlineResource/CI_OnlineResource/function/CI_OnLineFunctionCode"
4,"MI_Metadata/acquisitionInformation/MI_AcquisitionInformation/operation/MI_Operation/identifier/MD_Identifier/authority/CI_Citation/citedResponsibleParty/CI_ResponsibleParty/role/CI_RoleCode"
4,"MI_Metadata/acquisitionInformation/MI_AcquisitionInformation/operation/MI_Operation/identifier/MD_Identifier/authority/CI_Citation/date/CI_Date/dateType/CI_DateTypeCode"
4,"MI_Metadata/dataQualityInfo/DQ_DataQuality/report/DQ_QuantitativeAttributeAccuracy/result/QE_CoverageResult/resultContentDescription/MI_CoverageDescription/contentType/MD_CoverageContentTypeCode"
4,"MI_Metadata/identificationInfo/MD_DataIdentification/characterSet/MD_CharacterSetCode"
4,"MI_Metadata/identificationInfo/MD_DataIdentification/extent/EX_Extent/geographicElement/EX_GeographicDescription/geographicIdentifier/MD_Identifier/authority/CI_Citation/date/CI_Date/dateType/CI_DateTypeCode"
3,"GetRecordsResponse/SearchResults/MD_Metadata/hierarchyLevel/MD_ScopeCode"
3,"GetRecordsResponse/SearchResults/MD_Metadata/distributionInfo/MD_Distribution/distributor/MD_Distributor/distributorContact/CI_ResponsibleParty/role/CI_RoleCode"
3,"MD_Metadata/metadataMaintenance/MD_MaintenanceInformation/contact/CI_ResponsibleParty/role/CI_RoleCode"
3,"MD_Metadata/identificationInfo/MD_DataIdentification/graphicOverview/MD_BrowseGraphic/fileType"
3,"MD_Metadata/metadataMaintenance/MD_MaintenanceInformation/updateScope/MD_ScopeCode"
3,"MD_Metadata/identificationInfo/MD_DataIdentification/EC_CorporateInfo/GC_Security_Classification/GC_Security_Classification_TypeCode"
3,"MD_Metadata/identificationInfo/MD_DataIdentification/EC_CorporateInfo/EC_Program/EC_Program_TypeCode"
3,"GetRecordsResponse/SearchResults/MD_Metadata/characterSet/MD_CharacterSetCode"
3,"GetRecordByIdResponse/MD_Metadata/identificationInfo/SV_ServiceIdentification/citation/CI_Citation/citedResponsibleParty/CI_ResponsibleParty/role/CI_RoleCode"
3,"MD_Metadata/distributionInfo/MD_Distribution/transferOptions/MD_DigitalTransferOptions/offLine/MD_Medium/name/MD_MediumNameCode"
3,"MI_Metadata/spatialRepresentationInfo/MD_Georectified/axisDimensionProperties/MD_Dimension/dimensionName/MD_DimensionNameTypeCode"
3,"MD_Metadata/contentInfo/MD_FeatureCatalogueDescription/featureCatalogueCitation/CI_Citation/citedResponsibleParty/CI_ResponsibleParty/role/CI_RoleCode"
3,"MD_Metadata/identificationInfo/MD_DataIdentification/resourceMaintenance/MD_MaintenanceInformation/updateScope/MD_ScopeCode"
3,"MD_Metadata/identificationInfo/MD_DataIdentification/EC_CorporateInfo/EC_Directorate/EC_Directorate_TypeCode"
3,"MD_Metadata/identificationInfo/MD_DataIdentification/EC_CorporateInfo/EC_Branch/EC_Branch_TypeCode"
3,"MD_Metadata/dataQualityInfo/DQ_DataQuality/report/DQ_CompletenessOmission/result/DQ_ConformanceResult/specification/CI_Citation/date/CI_Date/dateType/CI_DateTypeCode"
3,"MD_Metadata/identificationInfo/MD_DataIdentification/resourceMaintenance/MD_MaintenanceInformation/contact/CI_ResponsibleParty/role/CI_RoleCode"
3,"MI_Metadata/locale/PT_Locale/languageCode/LanguageCode"
3,"GetRecordByIdResponse/MD_Metadata/dataQualityInfo/DQ_DataQuality/report/DQ_DomainConsistency/result/DQ_ConformanceResult/specification/CI_Citation/date/CI_Date/dateType/CI_DateTypeCode"
3,"MD_Metadata/contentInfo/MD_FeatureCatalogueDescription/featureCatalogueCitation/CI_Citation/date/CI_Date/dateType/CI_DateTypeCode"
2,"GetRecordsResponse/SearchResults/MD_Metadata/identificationInfo/MD_DataIdentification/resourceConstraints/MD_LegalConstraints/accessConstraints/MD_RestrictionCode"
2,"GetRecordsResponse/SearchResults/MD_Metadata/identificationInfo/MD_DataIdentification/pointOfContact/CI_ResponsibleParty/role/CI_RoleCode"
2,"GetRecordsResponse/SearchResults/MD_Metadata/identificationInfo/MD_DataIdentification/language/LanguageCode"
2,"GetRecordsResponse/SearchResults/MD_Metadata/identificationInfo/MD_DataIdentification/descriptiveKeywords/MD_Keywords/type/MD_KeywordTypeCode"
2,"GetRecordsResponse/SearchResults/MD_Metadata/identificationInfo/MD_DataIdentification/descriptiveKeywords/MD_Keywords/thesaurusName/CI_Citation/date/CI_Date/dateType/CI_DateTypeCode"
2,"GetRecordsResponse/SearchResults/MD_Metadata/identificationInfo/MD_DataIdentification/citation/CI_Citation/date/CI_Date/dateType/CI_DateTypeCode"
2,"GetRecordsResponse/SearchResults/MD_Metadata/identificationInfo/MD_DataIdentification/characterSet/MD_CharacterSetCode"
2,"GetRecordsResponse/SearchResults/MD_Metadata/identificationInfo/MD_DataIdentification/aggregationInfo/MD_AggregateInformation/associationType/DS_AssociationTypeCode"
2,"GetRecordsResponse/SearchResults/MD_Metadata/identificationInfo/MD_DataIdentification/aggregationInfo/MD_AggregateInformation/aggregateDataSetName/CI_Citation/date/CI_Date/dateType/CI_DateTypeCode"
2,"GetRecordsResponse/SearchResults/MD_Metadata/dataQualityInfo/DQ_DataQuality/scope/DQ_Scope/level/MD_ScopeCode"
2,"GetRecordsResponse/SearchResults/MD_Metadata/dataQualityInfo/DQ_DataQuality/report/DQ_DomainConsistency/result/DQ_ConformanceResult/specification/CI_Citation/date/CI_Date/dateType/CI_DateTypeCode"
2,"GetRecordsResponse/SearchResults/MD_Metadata/dataQualityInfo/DQ_DataQuality/lineage/LI_Lineage/processStep/LI_ProcessStep/processor/CI_ResponsibleParty/role/CI_RoleCode"
2,"GetRecordsResponse/SearchResults/MD_Metadata/contentInfo/MD_FeatureCatalogueDescription/featureCatalogueCitation/CI_Citation/date/CI_Date/dateType/CI_DateTypeCode"
2,"GetRecordsResponse/SearchResults/MD_Metadata/contact/CI_ResponsibleParty/role/CI_RoleCode"
2,"MD_Metadata/identificationInfo/SDN_DataIdentification/descriptiveKeywords/MD_Keywords/thesaurusName/CI_Citation/date/CI_Date/dateType/CI_DateTypeCode"
2,"MD_Metadata/identificationInfo/MD_DataIdentification/aggregationInfo/MD_AggregateInformation/aggregateDataSetName/CI_Citation/presentationForm/CI_PresentationFormCode"
2,"MD_Metadata/identificationInfo/MD_DataIdentification/aggregationInfo/MD_AggregateInformation/aggregateDataSetName/CI_Citation/date/CI_Date/dateType/CI_DateTypeCode"
2,"MD_Metadata/identificationInfo/SDN_DataIdentification/descriptiveKeywords/MD_Keywords/keyword/SDN_PlatformCategoryCode"
2,"MD_Metadata/identificationInfo/MD_DataIdentification/aggregationInfo/MD_AggregateInformation/aggregateDataSetName/CI_Citation/citedResponsibleParty/CI_ResponsibleParty/role/CI_RoleCode"
2,"MD_Metadata/identificationInfo/SDN_DataIdentification/descriptiveKeywords/MD_Keywords/keyword/SDN_ParameterDiscoveryCode"
2,"MD_Metadata/identificationInfo/SDN_DataIdentification/descriptiveKeywords/MD_Keywords/keyword/SDN_DeviceCategoryCode"
2,"MD_Metadata/identificationInfo/SDN_DataIdentification/citation/CI_Citation/date/CI_Date/dateType/CI_DateTypeCode"
2,"MD_Metadata/identificationInfo/SDN_DataIdentification/citation/CI_Citation/citedResponsibleParty/CI_ResponsibleParty/role/CI_RoleCode"
2,"MD_Metadata/hierarchyLevelName/SDN_HierarchyLevelNameCode"
2,"MD_Metadata/distributionInfo/MD_Distribution/distributor/MD_Distributor/distributorTransferOptions/MD_DigitalTransferOptions/offLine/MD_Medium/mediumFormat/MD_MediumFormatCode"
2,"MD_Metadata/distributionInfo/MD_Distribution/distributionFormat/MD_Format/name/SDN_FormatNameCode"
2,"MD_Metadata/dataQualityInfo/DQ_DataQuality/report/DQ_ThematicClassificationCorrectness/result/DQ_ConformanceResult/specification/CI_Citation/date/CI_Date/dateType/CI_DateTypeCode"
2,"MD_Metadata/identificationInfo/SDN_DataIdentification/citation/CI_Citation/citedResponsibleParty/CI_ResponsibleParty/contactInfo/CI_Contact/address/CI_Address/country/SDN_CountryCode"
2,"MD_Metadata/identificationInfo/SDN_DataIdentification/characterSet/MD_CharacterSetCode"
2,"MD_Metadata/identificationInfo/SDN_DataIdentification/aggregationInfo/MD_AggregateInformation/initiativeType/DS_InitiativeTypeCode"
2,"MD_Metadata/distributionInfo/MD_Distribution/distributor/MD_Distributor/distributorContact/CI_ResponsibleParty/contactInfo/CI_Contact/address/CI_Address/country/SDN_CountryCode"
2,"MD_Metadata/identificationInfo/SDN_DataIdentification/aggregationInfo/MD_AggregateInformation/associationType/DS_AssociationTypeCode"
2,"MD_Metadata/contact/CI_ResponsibleParty/contactInfo/CI_Contact/address/CI_Address/country/SDN_CountryCode"
2,"GetRecordsResponse/SearchResults/MD_Metadata/language/LanguageCode"
2,"GetRecordsResponse/SearchResults/MD_Metadata/identificationInfo/MD_DataIdentification/status/MD_ProgressCode"
2,"GetRecordsResponse/SearchResults/MD_Metadata/identificationInfo/MD_DataIdentification/spatialRepresentationType/MD_SpatialRepresentationTypeCode"
2,"GetRecordsResponse/SearchResults/MD_Metadata/identificationInfo/MD_DataIdentification/resourceSpecificUsage/MD_Usage/userContactInfo/CI_ResponsibleParty/role/CI_RoleCode"
2,"MD_Metadata/identificationInfo/SDN_DataIdentification/aggregationInfo/MD_AggregateInformation/aggregateDataSetName/CI_Citation/date/CI_Date/dateType/CI_DateTypeCode"
2,"MD_Metadata/referenceSystemInfo/MD_ReferenceSystem/referenceSystemIdentifier/RS_Identifier/code/SDN_CRSCode"
2,"MD_Metadata/identificationInfo/SV_ServiceIdentification/resourceConstraints/MD_SecurityConstraints/classification/MD_ClassificationCode"
2,"MD_Metadata/identificationInfo/SV_ServiceIdentification/resourceConstraints/MD_LegalConstraints/useConstraints/MD_RestrictionCode"
2,"MD_Metadata/identificationInfo/SDN_DataIdentification/resourceMaintenance/MD_MaintenanceInformation/maintenanceAndUpdateFrequency/MD_MaintenanceFrequencyCode"
2,"MD_Metadata/identificationInfo/SDN_DataIdentification/resourceConstraints/MD_LegalConstraints/accessConstraints/MD_RestrictionCode"
2,"MD_Metadata/identificationInfo/SDN_DataIdentification/pointOfContact/CI_ResponsibleParty/role/CI_RoleCode"
2,"MD_Metadata/identificationInfo/SDN_DataIdentification/pointOfContact/CI_ResponsibleParty/contactInfo/CI_Contact/address/CI_Address/country/SDN_CountryCode"
2,"MD_Metadata/identificationInfo/SDN_DataIdentification/language/LanguageCode"
2,"MI_Metadata/dataQualityInfo/DQ_DataQuality/report/DQ_AbsoluteExternalPositionalAccuracy/result/QE_CoverageResult/resultSpatialRepresentation/MD_GridSpatialRepresentation/cellGeometry/MD_CellGeometryCode"
2,"MD_Metadata/identificationInfo/SDN_DataIdentification/descriptiveKeywords/MD_Keywords/type/MD_KeywordTypeCode"
2,"MD_Metadata/identificationInfo/MD_DataIdentification/resourceConstraints/MD_Constraints/citation/CI_Citation/date/CI_Date/dateType/CI_DateTypeCode"
2,"GetRecordsResponse/SearchResults/MD_Metadata/identificationInfo/MD_DataIdentification/resourceConstraints/MD_LegalConstraints/useConstraints/MD_RestrictionCode"
1,"MI_Metadata/acquisitionInformation/MI_AcquisitionInformation/objective/SDN_Objective/sensingInstrument/MI_Instrument/mountedOn/MI_Platform/sponsor/CI_ResponsibleParty/role/CI_RoleCode"
1,"MI_Metadata/acquisitionInformation/MI_AcquisitionInformation/objective/SDN_Objective/SDN_SamplingActivity/unit/SDN_CSRUnitCode"
1,"MD_Metadata/metadataConstraints/MD_LegalConstraints/useConstraints/MD_RestrictionCode"
1,"MD_Metadata/metadataConstraints/MD_LegalConstraints/accessConstraints/MD_RestrictionCode"
1,"MI_Metadata/contact/CI_ResponsibleParty/contactInfo/CI_Contact/address/CI_Address/country/SDN_CountryCode"
1,"MI_Metadata/dataQualityInfo/DQ_DataQuality/lineage/LI_Lineage/processStep/LE_ProcessStep/source/LI_Source/sourceCitation/CI_Citation/citedResponsibleParty/CI_ResponsibleParty/role/CI_RoleCode"
1,"MD_Metadata/identificationInfo/SDN_DataIdentification/aggregationInfo/MD_AggregateInformation/aggregateDataSetIdentifier/MD_Identifier/code/SDN_EDMEDCode"
1,"MI_Metadata/dataQualityInfo/DQ_DataQuality/lineage/LI_Lineage/processStep/LI_ProcessStep/source/LI_Source/sourceCitation/CI_Citation/citedResponsibleParty/CI_ResponsibleParty/role/CI_RoleCode"
1,"MD_Metadata/identificationInfo/SDN_DataIdentification/aggregationInfo/MD_AggregateInformation/aggregateDataSetIdentifier/MD_Identifier/code/SDN_CSRCode"
1,"MD_Metadata/identificationInfo/resourceMaintenance/MD_MaintenanceInformation/maintenanceAndUpdateFrequency/MD_MaintenanceFrequencyCode"
1,"MD_Metadata/identificationInfo/resourceConstraints/MD_LegalConstraints/useConstraints/MD_RestrictionCode"
1,"MD_Metadata/identificationInfo/resourceConstraints/MD_LegalConstraints/accessConstraints/MD_RestrictionCode"
1,"MD_Metadata/identificationInfo/pointOfContact/CI_ResponsibleParty/role/CI_RoleCode"
1,"MD_Metadata/identificationInfo/MD_DataIdentification/topicCategory/MD_TopicCategoryCode"
1,"MI_Metadata/dataQualityInfo/DQ_DataQuality/lineage/LI_Lineage/source/LI_Source/sourceCitation/CI_OnlineResource/function/CI_OnLineFunctionCode"
1,"MI_Metadata/dataQualityInfo/DQ_DataQuality/report/DQ_DomainConsistency/result/DQ_ConformanceResult/specification/CI_Citation/date/CI_Date/dateType/CI_DateTypeCode"
1,"MD_Metadata/identificationInfo/MD_DataIdentification/contact/CI_ResponsibleParty/role/CI_RoleCode"
1,"MI_Metadata/hierarchyLevelName/SDN_HierarchyLevelNameCode"
1,"MD_Metadata/identificationInfo/descriptiveKeywords/MD_Keywords/type/MD_KeywordTypeCode"
1,"MD_Metadata/identificationInfo/descriptiveKeywords/MD_Keywords/thesaurusName/CI_Citation/date/CI_Date/dateType/CI_DateTypeCode"
1,"MD_Metadata/identificationInfo/citation/CI_Citation/presentationForm/CI_PresentationFormCode"
1,"MD_Metadata/identificationInfo/citation/CI_Citation/date/CI_Date/dateType/CI_DateTypeCode"
1,"MD_Metadata/dataQualityInfo/DQ_DataQuality/report/DQ_ConceptualConsistency/evaluationMethodType/DQ_EvaluationMethodTypeCode"
1,"MD_Metadata/dataQualityInfo/DQ_DataQuality/report/DQ_CompletenessOmission/evaluationMethodType/DQ_EvaluationMethodTypeCode"
1,"MD_Metadata/dataQualityInfo/DQ_DataQuality/report/DQ_CompletenessCommission/evaluationMethodType/DQ_EvaluationMethodTypeCode"
1,"MD_Metadata/contentInfo/MD_CoverageDescription/contentType/MD_CoverageContentTypeCode"
1,"MI_Metadata/identificationInfo/SDN_DataIdentification/characterSet/MD_CharacterSetCode"
1,"MI_Metadata/identificationInfo/SDN_DataIdentification/citation/CI_Citation/citedResponsibleParty/CI_ResponsibleParty/contactInfo/CI_Contact/address/CI_Address/country/SDN_CountryCode"
1,"MI_Metadata/identificationInfo/SDN_DataIdentification/citation/CI_Citation/citedResponsibleParty/CI_ResponsibleParty/role/CI_RoleCode"
1,"MI_Metadata/identificationInfo/SDN_DataIdentification/citation/CI_Citation/date/CI_Date/dateType/CI_DateTypeCode"
1,"MI_Metadata/identificationInfo/SDN_DataIdentification/descriptiveKeywords/MD_Keywords/keyword/SDN_CountryCode"
1,"MI_Metadata/identificationInfo/SDN_DataIdentification/descriptiveKeywords/MD_Keywords/keyword/SDN_DeviceCategoryCode"
1,"MI_Metadata/identificationInfo/SDN_DataIdentification/descriptiveKeywords/MD_Keywords/keyword/SDN_MarsdenCode"
1,"MI_Metadata/identificationInfo/SDN_DataIdentification/descriptiveKeywords/MD_Keywords/keyword/SDN_ParameterDiscoveryCode"
1,"MI_Metadata/identificationInfo/SDN_DataIdentification/descriptiveKeywords/MD_Keywords/keyword/SDN_PlatformCategoryCode"
1,"MI_Metadata/identificationInfo/SDN_DataIdentification/descriptiveKeywords/MD_Keywords/keyword/SDN_PlatformCode"
1,"MI_Metadata/identificationInfo/SDN_DataIdentification/descriptiveKeywords/MD_Keywords/keyword/SDN_PortCode"
1,"MI_Metadata/identificationInfo/SDN_DataIdentification/descriptiveKeywords/MD_Keywords/keyword/SDN_WaterBodyCode"
1,"MI_Metadata/identificationInfo/SDN_DataIdentification/descriptiveKeywords/MD_Keywords/thesaurusName/CI_Citation/date/CI_Date/dateType/CI_DateTypeCode"
1,"MI_Metadata/identificationInfo/SDN_DataIdentification/descriptiveKeywords/MD_Keywords/type/MD_KeywordTypeCode"
1,"MI_Metadata/identificationInfo/SDN_DataIdentification/language/LanguageCode"
1,"MI_Metadata/identificationInfo/SDN_DataIdentification/pointOfContact/CI_ResponsibleParty/contactInfo/CI_Contact/address/CI_Address/country/SDN_CountryCode"
1,"MI_Metadata/identificationInfo/SDN_DataIdentification/pointOfContact/CI_ResponsibleParty/role/CI_RoleCode"
1,"MI_Metadata/identificationInfo/SDN_DataIdentification/resourceConstraints/MD_LegalConstraints/accessConstraints/MD_RestrictionCode"
1,"MI_Metadata/acquisitionInformation/MI_AcquisitionInformation/objective/SDN_Objective/sensingInstrument/MI_Instrument/type/SDN_DataCategoryCode"
1,"MI_Metadata/acquisitionInformation/MI_AcquisitionInformation/operation/MI_Operation/citation/CI_Citation/date/CI_Date/dateType/CI_DateTypeCode"
1,"MI_Metadata/acquisitionInformation/MI_AcquisitionInformation/objective/SDN_Objective/sensingInstrument/MI_Instrument/mountedOn/MI_Platform/sponsor/CI_ResponsibleParty/contactInfo/CI_Contact/address/CI_Address/country/SDN_CountryCode"
